SMILES,IGC50,MolLogP,HeavyAtomCount,HAccept,Heteroatoms,HDonor,MolWt,RotableBonds,RingCount,HallKierAlpha,NumValenceElectrons,SaturatedRings,AliphaticRings,AromaticRings,FractionCSP3,TPSA,LabuteASA,MolMR
Nc1cc(Cl)cc(Cl)c1,3.71,2.5756000000000006,9,1,3,1,162.019,0,1,-0.4000000000000001,48,0,0,1,0.0,26.02,63.377826270273026,40.87440000000001
CC(N)=O,0.67799997,-0.5084000000000002,4,1,2,1,59.068,0,0,-0.53,24,0,0,0,0.5,43.09,24.605605939282636,14.868400000000001
c1ccoc1,1.35,1.2795999999999998,5,1,1,0,68.07499999999999,0,1,-0.7200000000000001,26,0,0,1,0.0,13.14,30.2257323835738,18.708
O=[N+]([O-])c1cccc(O)c1[N+](=O)[O-],3.46,1.2086000000000003,13,5,7,1,184.10699999999997,2,1,-2.18,68,0,0,1,0.0,106.51000000000002,71.53158831669258,41.41560000000001
CC(=O)Nc1cccc(O)c1,2.8399999,1.3505999999999998,11,2,3,2,151.165,1,1,-1.5100000000000002,58,0,0,1,0.125,49.33,64.66690538413799,42.41050000000002
Cc1cc(O)cc(C)c1Cl,4.1999998,2.662440000000001,10,1,2,1,156.61199999999997,0,1,-0.6900000000000002,54,0,0,1,0.25,20.23,65.25878732736786,42.59080000000002
O=C(O)c1c(Cl)cccc1Cl,2.3299999,2.691600000000001,11,1,4,1,191.013,1,1,-0.73,58,0,0,1,0.0,37.3,73.35863353989669,43.42130000000001
O=C(O)c1c(Cl)cc(Cl)cc1Cl,2.5899999,3.3450000000000006,12,1,5,1,225.458,1,1,-0.4400000000000001,64,0,0,1,0.0,37.3,83.66189976677836,48.43130000000001
O=C(O)c1cccc(Cl)c1Cl,2.5899999,2.691600000000001,11,1,4,1,191.01299999999998,1,1,-0.73,58,0,0,1,0.0,37.3,73.35863353989669,43.42130000000001
O=C(O)c1cc(Cl)ccc1Cl,2.54,2.691600000000001,11,1,4,1,191.013,1,1,-0.73,58,0,0,1,0.0,37.3,73.35863353989669,43.42130000000001
O=C(O)c1ccc(Cl)cc1Cl,2.6099999,2.6916,11,1,4,1,191.01299999999998,1,1,-0.73,58,0,0,1,0.0,37.3,73.35863353989669,43.42130000000001
O=C(O)c1cc(Cl)cc(Cl)c1,3.27,2.6916,11,1,4,1,191.013,1,1,-0.7300000000000001,58,0,0,1,0.0,37.3,73.3586335398967,43.42130000000001
O=C(O)c1ccc(Cl)c(Cl)c1,3.3099999,2.6916,11,1,4,1,191.01299999999998,1,1,-0.7300000000000001,58,0,0,1,0.0,37.3,73.3586335398967,43.42130000000001
NC(=O)c1ccccc1,2.0899999,0.7855000000000001,9,1,2,1,121.13899999999995,1,1,-1.31,46,0,0,1,0.0,43.09,53.29775803095004,34.95990000000001
C=CCN=C=S,5.0609999,1.2752,6,2,2,0,99.15799999999999,2,0,-0.4600000000000001,32,0,0,0,0.25,12.36,42.39857707190012,30.089999999999993
CC(O)CO,0.49000001,-0.6405000000000001,5,2,2,2,76.095,1,0,-0.08,32,0,0,0,1.0,40.46,31.057602761014792,18.7666
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,5.1799998,4.005799999999999,11,1,5,1,231.89299999999997,0,1,0.17999999999999988,60,0,0,1,0.0,20.23,83.43870177921967,48.146800000000006
Cc1cc(O)ccc1Cl,3.8,2.3540200000000002,9,1,2,1,142.58499999999998,0,1,-0.6900000000000002,48,0,0,1,0.14285714285714285,20.23,58.89384521297126,37.853800000000014
NC(N)=S,1.6799999,-0.8113000000000001,4,1,3,2,76.124,0,0,-0.31000000000000005,24,0,0,0,0.0,52.04,29.77781266905986,20.972800000000007
CCOS(=O)(=O)OCC,2.302,0.30420000000000014,9,4,5,0,154.18699999999998,4,0,-0.13000000000000003,56,0,0,0,1.0,52.60000000000001,55.10457396393576,32.17179999999999
CCCCCC=O,2.8269999,1.7656,7,1,1,0,100.16099999999999,4,0,-0.33,42,0,0,0,0.8333333333333334,17.07,44.72548369985635,30.20599999999998
O=Cc1cccc2ccccc12,3.4230001,2.652300000000001,12,1,1,0,156.18399999999997,1,2,-1.63,58,0,0,2,0.0,17.07,70.63953186567254,49.335500000000025
O=Cc1ccc(Oc2ccccc2)cc1,4.2600002,3.291400000000001,15,2,2,0,198.221,3,2,-2.0899999999999994,74,0,0,2,0.0,26.3,88.12850676950826,58.34550000000003
CO,0.33399999,-0.3915,2,1,1,1,32.042,0,0,-0.04,14,0,0,0,1.0,20.23,13.533484780025564,8.1428
CS(C)(=O)=O,0.80000001,-0.33919999999999995,5,2,3,0,94.13499999999999,0,0,-0.050000000000000044,32,0,0,0,1.0,34.14,31.72959152401275,20.767799999999994
CCC(=O)c1ccc(O)cc1,3.1199999,1.9848999999999997,11,2,2,1,150.177,2,1,-1.31,58,0,0,1,0.2222222222222222,37.3,65.48198531492656,42.728300000000026
CCCO,1.2539999,0.3887,4,1,1,1,60.096,1,0,-0.04,26,0,0,0,1.0,20.23,26.26336900881878,17.376800000000003
CCCCO,1.569,0.7787999999999999,5,1,1,1,74.12299999999999,2,0,-0.04,32,0,0,0,1.0,20.23,32.62831112321538,21.993799999999997
CCCCCO,1.97,1.1689,6,1,1,1,88.14999999999999,3,0,-0.04,38,0,0,0,1.0,20.23,38.99325323761199,26.61079999999999
O=C(O)c1ccc(Cl)cc1,3.1099999,2.0382,10,1,3,1,156.56799999999998,1,1,-1.02,52,0,0,1,0.0,37.3,63.05536731301502,38.41130000000001
CC#N,0.72299999,0.52988,3,1,1,0,41.053,0,0,-0.51,16,0,0,0,0.5,23.79,19.496772823694872,11.287
CC(C)N,2.1370001,0.35350000000000004,4,1,1,1,59.111999999999995,0,0,-0.04,26,0,0,0,1.0,26.02,26.809025953635484,19.323400000000003
CC(C)(C)O,1.209,0.7771999999999999,5,1,1,1,74.12299999999999,0,0,-0.04,32,0,0,0,1.0,20.23,32.62831112321538,21.971799999999995
CCC(C)(C)O,1.827,1.1673,6,1,1,1,88.14999999999998,1,0,-0.04,38,0,0,0,1.0,20.23,38.99325323761199,26.58879999999999
CC(=O)C(C)(C)C,1.558,1.6215,7,1,1,0,100.16099999999999,0,0,-0.33,42,0,0,0,0.8333333333333334,17.07,44.725483699856355,30.13599999999998
CC(C)(C)C(=O)O,2.7460001,1.1171,7,1,2,1,102.13299999999998,0,0,-0.53,42,0,0,0,0.8,37.3,43.15477533765576,27.090799999999987
C#CC(C)(O)CC,1.677,0.7806,7,1,1,1,98.14499999999998,1,0,-0.48,40,0,0,0,0.6666666666666666,20.23,44.35742074386786,29.747799999999987
C=CS(=O)(=O)C=C,4.4099998,0.6881999999999999,7,2,3,0,118.15699999999998,2,0,-0.5700000000000001,40,0,0,0,0.0,34.14,43.080269688437454,29.313799999999993
CCC(C)(O)CCCC(C)C,3.3399999,2.973700000000002,11,1,1,1,158.28499999999997,5,0,-0.04,68,0,0,0,1.0,20.23,70.81796380959503,49.60380000000003
CC(C)CBr,2.6800001,2.0373,5,0,1,0,137.01999999999998,1,0,0.48,32,0,0,0,1.0,0.0,41.70162497666073,28.631999999999987
CC(C)C#N,1.381,1.16598,5,1,1,0,69.107,0,0,-0.51,28,0,0,0,0.75,23.79,32.226657052488086,20.450999999999993
CC(C)CO,1.628,0.6347,5,1,1,1,74.12299999999999,1,0,-0.04,32,0,0,0,1.0,20.23,32.62831112321538,21.923799999999996
CC(C)C=O,2.5669999,0.8412999999999999,5,1,1,0,72.107,1,0,-0.33,30,0,0,0,0.75,17.07,31.995599471063137,20.901999999999994
C=C(C)C=O,3.6700001,0.7614,5,1,1,0,70.091,1,0,-0.5900000000000001,28,0,0,0,0.25,17.07,31.305996438878886,20.877999999999993
CC(N)CN,2.4400001,-0.7077,5,2,2,2,74.127,1,0,-0.08,32,0,0,0,1.0,52.04,32.1489166506482,22.703800000000005
CCC(C)O,1.4579999,0.7771999999999999,5,1,1,1,74.12299999999999,1,0,-0.04,32,0,0,0,1.0,20.23,32.62831112321538,21.971799999999995
C=CC(C)=O,4.5100002,0.7614,5,1,1,0,70.091,1,0,-0.5900000000000001,28,0,0,0,0.25,17.07,31.305996438878882,20.877999999999993
CC(O)CN,2.0699999,-0.6741000000000001,5,2,2,2,75.111,1,0,-0.08,32,0,0,0,1.0,46.25,31.603259705831494,20.735200000000003
C=CC(N)=O,2.1930001,-0.3423,5,1,2,1,71.079,1,0,-0.79,28,0,0,0,0.0,43.09,30.28094502149499,19.3914
NC(=O)CCl,3.036,-0.2895000000000001,5,1,3,1,93.513,1,0,-0.24000000000000005,30,0,0,0,0.5,43.09,34.90887216616431,19.9144
CNC(C)=O,1.02,-0.24770000000000003,5,1,2,1,73.095,0,0,-0.53,30,0,0,0,0.6666666666666666,29.1,31.18051954027457,19.740699999999997
COC(C)=O,1.405,0.17930000000000001,5,2,2,0,74.079,0,0,-0.53,30,0,0,0,0.6666666666666666,26.3,30.74420258617341,17.689999999999998
CCC(C)(C)c1ccc(O)cc1,4.23,3.0798000000000014,12,1,1,1,164.248,2,1,-0.98,66,0,0,1,0.45454545454545453,20.23,74.05034744367602,51.42380000000004
Cc1cccc(C)c1[N+](=O)[O-],3.3,2.21164,11,2,3,0,151.165,1,1,-1.38,58,0,0,1,0.25,43.14,64.81426307078998,42.57040000000002
Cc1c[nH]c2ccccc12,3.3699999,2.4763200000000003,10,0,1,1,131.17799999999997,0,2,-1.2400000000000002,50,0,0,2,0.1111111111111111,15.79,59.68717018664308,43.03570000000002
Cc1c(Cl)cccc1[N+](=O)[O-],3.6800001,2.5566200000000006,11,2,4,0,171.58299999999997,1,1,-1.09,58,0,0,1,0.14285714285714285,43.14,68.75258718327504,42.84340000000001
CCOC(=O)c1ccccc1C(=O)OCC,3.23,2.04,16,4,4,0,222.23999999999995,4,1,-1.8399999999999999,86,0,0,1,0.3333333333333333,52.60000000000001,94.17119046497793,58.35500000000003
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,4.4400001,3.3122000000000025,20,4,4,0,278.348,6,1,-1.8399999999999999,110,0,0,1,0.5,52.60000000000001,119.63095892256435,76.68300000000005
CCCCOC(=O)c1ccccc1C(=O)OCCCC,4.5999999,3.600400000000003,20,4,4,0,278.348,8,1,-1.8399999999999999,110,0,0,1,0.5,52.60000000000001,119.63095892256436,76.82300000000005
O=[N+]([O-])c1ccccc1-c1ccccc1,4.3000002,3.261800000000002,15,2,3,0,199.209,2,2,-2.1599999999999993,74,0,0,2,0.0,43.14,87.1414730480608,58.53240000000003
ClCc1cccc2ccccc12,3.4300001,3.5786000000000016,12,0,1,0,176.646,1,2,-1.0100000000000002,60,0,0,2,0.09090909090909091,0.0,76.78127599251044,53.505000000000024
c1ccc2c(c1)[nH]c1ccccc12,3.9100001,3.3211000000000013,13,0,1,1,167.21099999999998,0,3,-1.7599999999999993,62,0,0,3,0.0,15.79,76.00389260398168,55.804700000000025
Cc1cccc(N)c1C,2.5699999,1.88564,9,1,1,1,121.183,0,1,-0.9800000000000001,48,0,0,1,0.25,26.02,55.50117804530289,40.32840000000001
Cc1c(N)cccc1Cl,3.3800001,2.23062,9,1,2,1,141.60099999999997,0,1,-0.6900000000000002,48,0,0,1,0.14285714285714285,26.02,59.43950215778796,40.60140000000001
Clc1cccc(Cl)c1Cl,4.21,3.6468000000000007,9,0,3,0,181.44899999999998,0,1,0.08999999999999991,48,0,0,1,0.0,0.0,68.34120180014197,41.47200000000001
Cc1cccc(C)c1N,2.5699999,1.88564,9,1,1,1,121.183,0,1,-0.98,48,0,0,1,0.25,26.02,55.50117804530289,40.32840000000001
Oc1c(Cl)cccc1Cl,3.73,2.699,9,1,3,1,163.003,0,1,-0.4000000000000001,48,0,0,1,0.0,20.23,62.83216932545633,38.12680000000001
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,5.0700002,4.6592,12,1,6,1,266.33799999999997,0,1,0.46999999999999986,66,0,0,1,0.0,20.23,93.74196800610133,53.15680000000001
Oc1c(Cl)c(Cl)c(O)c(Cl)c1Cl,5.1100001,3.7114000000000003,12,2,6,2,247.892,0,1,-0.02000000000000013,66,0,0,1,0.0,40.46,88.23293553141568,49.81160000000001
Cc1cc(C)c(N)c(C)c1,2.95,2.1940600000000003,10,1,1,1,135.21,0,1,-0.98,54,0,0,1,0.3333333333333333,26.02,61.8661201596995,45.06540000000002
Oc1c(Cl)cc(Cl)cc1Cl,4.4099998,3.3523999999999994,10,1,4,1,197.44799999999998,0,1,-0.1100000000000001,54,0,0,1,0.0,20.23,73.135435552338,43.13680000000001
CCC(CC)C(=O)O,2.848,1.5072,8,1,2,1,116.15999999999998,3,0,-0.53,48,0,0,0,0.8333333333333334,37.3,49.51971745205236,31.70779999999998
CC(=O)c1cccs1,2.4100001,1.9507,8,2,2,0,126.17999999999998,1,1,-0.6300000000000001,42,0,0,1,0.16666666666666666,17.07,51.96317271874543,34.3235
CC(C)(C)c1ccccc1O,4.29,2.6897000000000015,11,1,1,1,150.22099999999998,0,1,-0.98,60,0,0,1,0.4,20.23,67.6854053292794,46.80680000000004
O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,4.6500001,2.3191999999999995,14,3,7,1,207.10699999999994,1,1,-1.7900000000000003,76,0,0,1,0.14285714285714285,63.370000000000005,75.74016091736809,39.763200000000005
NC(=O)c1ccccc1N,2.1300001,0.3677,10,2,3,2,136.15399999999994,1,1,-1.51,52,0,0,1,0.0,69.11,58.63764872796276,39.3723
CC(C)c1ccccc1O,3.6099999,2.5156000000000014,10,1,1,1,136.19399999999996,1,1,-0.98,54,0,0,1,0.3333333333333333,20.23,61.32046321488279,42.19580000000002
Cc1ccccc1[N+](=O)[O-],3.26,1.9032200000000001,10,2,3,0,137.138,1,1,-1.38,52,0,0,1,0.14285714285714285,43.14,58.44932095639337,37.83340000000001
O=[N+]([O-])c1ccccc1Cl,3.6800001,2.2482000000000006,10,2,4,0,157.55599999999998,1,1,-1.0899999999999999,52,0,0,1,0.0,43.14,62.387645068878435,38.106400000000015
Nc1ccccc1[N+](=O)[O-],3.0799999,1.177,10,3,4,1,138.126,1,1,-1.58,52,0,0,1,0.0,69.16,57.42426953900948,37.50880000000001
O=[N+]([O-])c1ccccc1O,3.6700001,1.3003999999999998,10,3,4,1,139.10999999999999,1,1,-1.5799999999999998,52,0,0,1,0.0,63.370000000000005,56.878612594192774,34.76120000000001
O=[N+]([O-])c1cc(Cl)ccc1Cl,4.1300001,2.9016,11,2,5,0,192.001,1,1,-0.8000000000000003,58,0,0,1,0.0,43.14,72.6909112957601,43.11640000000001
Cc1cc(O)c(C(C)C)cc1Cl,4.8499999,3.477420000000002,12,1,2,1,184.666,1,1,-0.6900000000000002,66,0,0,1,0.4,20.23,77.98867155616108,51.942800000000034
O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,4.5300002,3.5550000000000006,12,2,6,0,226.446,1,1,-0.5100000000000002,64,0,0,1,0.0,43.14,82.99417752264178,48.12640000000001
O=C(NO)c1ccccc1O,3.3800001,0.5112000000000003,11,3,4,3,153.13699999999997,1,1,-1.55,58,0,0,1,0.0,69.56,63.05023552141538,37.35950000000002
CC(=O)c1ccc(O)cc1O,3.25,1.3003999999999998,11,3,3,2,152.14899999999997,1,1,-1.51,58,0,0,1,0.125,57.53,63.91127695272596,39.776100000000014
O=Cc1ccccc1Cl,3.49,2.1525,9,1,2,0,140.56899999999996,1,1,-0.8200000000000001,46,0,0,1,0.0,17.07,58.26113356081901,36.83950000000001
